index;question;document;old_topic;new_topic;similarity;reassigned;stage
266;Saya sering merasa tidak cukup baik dibandingkan orang lain. Apa yang bisa saya lakukan?;cukup banding laku berat sendiri alfred adler jelas inferior lahir lemah penting dorong tumbuh kuat kecil tekun laku kecil tugas sederhana percaya diri bangga diri;-1;-1;0.49587625;FALSE;rejected
269;Saya takut gagal karena merasa tidak mampu. Bagaimana cara lebih berani?;takut gagal mampu berani takut gagal manusiawi berani hadap luar alfred adler kompleks inferioritas mampu motivasi tuju kecil lama hasil kecil ingat kuat kecil berani;-1;0;0.68064964;TRUE;medium
271;Saya merasa pola hidup saya sekarang tidak sehat. Bisakah saya mengubahnya?;pola hidup sehat ubah ubah pola hidup laku alfred adler gaya hidup bentuk sejak usia tahun ubah sengaja arah tuju ubah kecil meditasi scrolling media sosial pola;-1;-1;0.55439866;FALSE;rejected
276;Saya merasa ada bagian diri saya yang tidak saya pahami. Bagaimana cara menjelajahinya?;diri paham jelajah paham diri luar alfred adler ketidaksadaran pribadi jelajah mimpi muncul jurnal refleksi meditasi singkat teman dekat misterius paham;-1;16;0.6661215;TRUE;medium
281;Saya merasa sulit mandiri karena dulu dimanjakan. Bagaimana cara berubah?;sulit mandiri manja ubah mandiri kuat batin alfred adler gaya hidup manja kurang sosial ubah kecil atur jadwal sendiri hasil mandiri bangga kecil bawa ubah tugas sendiri;-1;-1;0.64504707;FALSE;rejected
282;Saya merasa tidak dihargai sejak kecil. Bagaimana cara membangun rasa percaya diri?;harga sejak kecil percaya diri berat kuat ubah narasi hidup alfred adler gaya hidup abai muncul kurang cinta percaya diri capai sendiri tugas teman afirmasi positif harga capai bangga;-1;-1;0.58047265;FALSE;rejected
283;Saya sering merasa harus lindungi diri dari kritik. Bagaimana cara lebih terbuka?;lindung diri kritik peka alfred adler derita neurosis lindung harga diri takut kritik kritik peluang kritik nyata tumbuh teman dekat kritik hadap;-1;-1;0.6093932;FALSE;rejected
284;Saya kadang meremehkan orang lain untuk merasa lebih baik. Bagaimana cara berhenti?;remeh henti tunjuk keren alfred adler depreciation lindung harga diri renggang raya prestasi kerja bagus teman kagum dekat sifat harga;-1;-1;0.5565349;FALSE;rejected
285;Saya sering menyalahkan orang lain saat gagal. Bagaimana cara bertanggung jawab?;salah gagal berani refleksi alfred adler accusation lindung harga diri tumbuh gagal kecil salah teman situasi tangan;-1;-1;0.6128007;FALSE;rejected
287;Saya sering menarik diri saat stres. Bagaimana cara tetap terlibat?;diri stres tetap libat diri stres tetap libat alfred adler withdrawal hindar sulit koneksi kuat aktivitas kecil teman acara alas kecil tetap;-1;-1;0.6448554;FALSE;rejected
288;Saya merasa mundur saat menghadapi masalah. Bagaimana cara maju lagi?;mundur hadap maju mundur manusiawi kuat maju alfred adler moving backward mirip regresi takut gagal hadap kecil tugas tunda raya hasil tuju kecil minggu gerak maju;-1;-1;0.5748923;FALSE;rejected
289;Saya takut gagal jadi sering tidak bertindak. Bagaimana cara lebih proaktif?;takut gagal tindak proaktif takut gagal gerak maju alfred adler standing still hindar cemas tindak kecil ubah laku tadi tunda kirim email hasil kecil ingat mampu tindak kecil;-1;-1;0.63155794;FALSE;rejected
290;Saya sering ragu saat buat keputusan. Bagaimana cara lebih tegas?;ragu putus tegas ragu kuat tegas alfred adler hesitating muncul takut salah putus kecil pilih menu makan percaya kontra putus putus kecil;-1;-1;0.5344317;FALSE;rejected
291;Saya sering bikin alasan untuk hindari tantangan. Bagaimana cara lebih berani?;alas hindar tantang berani jujur diri sendiri berani alfred adler constructing obstacle hindar tantang alas hadap tantang kecil skill anggap salah alas hadap tantang tantang kecil;-1;-1;0.57563704;FALSE;rejected
293;Saya merasa masa lalu memengaruhi hidup saya sekarang. Bagaimana cara memahaminya?;masa pengaruh hidup paham masa bentuk peka alfred adler ingat masa cermin gaya hidup kenang muncul refleksi arti bicara teman dekat jurnal proses kenang jelajah;-1;-1;0.6005969;FALSE;rejected
299;Saya merasa sendiri meski dikelilingi orang. Bagaimana cara merasa lebih utuh?;sendiri keliling utuh sendiri berat sedang koneksi erich fromm butuh imbang sendiri tulus teman hati terima dekat;-1;-1;0.52274346;FALSE;rejected
301;Saya ingin hubungan yang lebih sehat. Bagaimana cara membangunnya?;sehat sehat tunjuk hati erich fromm cinta hilang diri empat unsur cinta peduli hormat erti dengar teman pasang penuh perhati tindak cinta laku kuat;-1;-1;0.5592773;FALSE;rejected
302;Saya takut kehilangan diri dalam hubungan. Bagaimana cara tetap jadi diri sendiri?;takut hilang diri tetap diri sendiri bijak identitas kuat erich fromm cinta sejati tetap diri sendiri tetap batas sehat luang pribadi nilai komunikasi butuh pasang jaga identitas;-1;-1;0.6412414;FALSE;rejected
306;Saya merasa tidak tahu siapa saya sebenarnya. Bagaimana cara temukan identitas saya?;tahu siapa identitas identitas tualang indah erich fromm sensitivitas identitas tahu unik nilai passion kreativitas eksplorasi bicara teman dekat spesial;-1;-1;0.62862897;FALSE;rejected
308;Saya ingin pahami kepribadian saya lebih baik. Dari mana saya mulai?;paham pribadi kenal diri seru erich fromm pribadi kualitas unik sifat definisi sabar kreatif refleksi kapan paling autentik eksplorasi jurnal sifat bangga;-1;-1;0.63187116;FALSE;rejected
309;Saya merasa selalu butuh pujian untuk bahagia. Bagaimana cara lebih mandiri?;butuh puji bahagia mandiri bijak tuju bebas erich fromm tipe reseptif validasi luar mandiri kuat bangga laku aktivitas diri baca buku favorit laku bahagia puji;-1;-1;0.60418147;FALSE;rejected
310;Saya kadang manipulatif untuk dapat apa yang saya mau. Bagaimana cara lebih jujur?;manipulatif jujur berani jujur diri sendiri luar erich fromm tipe eksploitatif jujur tulus nyata bicara momen jujur bangga situasi tangan jujur;-1;-1;0.57827646;FALSE;rejected
311;Saya sulit melepaskan barang atau emosi lama. Bagaimana cara lebih terbuka?;sulit lepas barang emosi lama sulit lepas erich fromm tipe timbun simpan lepas barang kecil donasi baju lama emosi lama jurnal lepas raya lepas;-1;-1;0.625178;FALSE;rejected
313;Saya ingin hidup lebih produktif dan bahagia. Bagaimana cara memulainya?;hidup produktif bahagia mula hidup produktif tuju bahagia erich fromm tipe produktif bebas potensi cinta kerja positif aktivitas kreatif volunteering tuju produktif minggu hidup;-1;-1;0.56492424;FALSE;rejected
315;Saya ingin hubungan cinta yang lebih dalam. Bagaimana cara membangunnya?;cinta cinta indah erich fromm cinta produktif empat kualitas peduli hormat erti tunjuk peduli dengar pasang teman sepenuh hati tindak cinta laku;-1;-1;0.50305355;FALSE;rejected
318;Saya merasa sulit mencintai orang lain. Bagaimana cara membuka hati saya?;sulit cinta hati hati berani mula erich fromm ketidakmampuan cinta produktif ketidaksehatan tunjuk peduli kecil kabar teman dekat cinta diri sendiri diri;-1;0;0.6659634;TRUE;medium
320;Saya merasa harus selalu tampil sempurna. Bagaimana cara terima diri apa adanya?;tampil sempurna terima diri tekan sempurna berat layak cinta erich fromm narsisme berat tampil nilai sejati batin sifat fisik bangga raya ketidaksempurnaan unik sifat harga;-1;-1;0.599414;FALSE;rejected
322;Saya merasa butuh orang tua untuk rasa aman. Bagaimana cara bangun keamanan sendiri?;butuh sendiri sendiri erich fromm bukan seksual cipta meditasi pagi simpan tabung kecil kuat sendiri;-1;-1;0.6076497;FALSE;rejected
324;Kenapa aku merasa sulit membangun hubungan dekat dengan orang lain?;sulit dekat dekat mudah melanie klein pertama pengaruh kecil sederhana teman nyaman;-1;-1;0.533858;FALSE;rejected
325;Aku sering merasa orang-orang di sekitarku nggak bisa dipercaya, apa yang salah denganku?;percaya salah salah melanie klein jelas sulit percaya sedang usaha paham pisah nyaman kecil laku tunjuk percaya perlahan;-1;0;0.76246476;TRUE;high
326;Aku takut kehilangan orang yang aku sayang, tapi kadang aku juga kesal sama mereka. Normal nggak sih?;takut hilang sayang kesal turut melanie klein takut hilang sayang sekaligus kesal emosi campur luang bicara jujur dekat kurang salah;-1;0;0.7625148;TRUE;high
327;Aku sering merasa bersalah atas hal-hal kecil, apa yang bisa aku lakukan?;salah kecil laku salah berat melanie klein muncul diri sejak kecil takut ancam salah diri sendiri salah terlalu diri sendiri;-1;-1;0.5914696;FALSE;rejected
328;Aku merasa bersalah karena kadang nggak akur sama orang tua, apa ini normal?;salah akur naik turun melanie klein sejak kecil sayang sekaligus kesal santai ringan;-1;-1;0.6253696;FALSE;rejected
329;Aku merasa sulit merasa ‘utuh’ sebagai diri sendiri, apa yang bisa membantu?;sulit utuh diri sendiri utuh butuh margaret mahler sejak kecil diri sendiri dekat aktivitas nyaman diri sendiri jurnal siapa;-1;-1;0.55530405;FALSE;rejected
332;Aku sering cemas kalau orang yang aku sayang pergi, apa yang bisa membantu?;cemas sayang pergi cemas sayang margaret mahler dekat sisi ingat kecil pesan tetap jauh;-1;-1;0.5969155;FALSE;rejected
333;Aku merasa hubunganku dengan temen sering bermasalah, apa yang bisa aku perbaiki?;temen teman penuh tantang melanie klein sehat butuh pola konsisten saling dengar harga temenmu jujur saling paham;-1;-1;0.6330379;FALSE;rejected
341;Aku sering down kalau orang lain ngejek, gimana biar nggak gampang terpengaruh?;down ngejek gampang pengaruh kritik emang goyah kuat batin tetap percaya diri hina diri ingat opini definisi siapa afirmasi positif;-1;0;0.7197055;TRUE;medium
343;Aku suka banget belajar hal baru, tapi kadang merasa nggak berguna. Apa manfaatnya sih?;manfaat tahu kuat butuh kognitif tumbuh arah penasararanmu baca buku kursus hidup arti;-1;-1;0.5795392;FALSE;rejected
345;Aku merasa nggak akan pernah jadi versi terbaikku, apa aku harus menyerah?;versi serah jangan serah versi mudah capa sepenuh kecil bawa dekat sana progres bukan sempurna;-1;0;0.665946;TRUE;medium
355;Aku pengen lebih peduli sama orang lain, tapi nggak tahu caranya. Ada saran?;peduli tahu saran peduli bahagia hati dengar temen kecil bawa barang;-1;4;0.65657866;TRUE;medium
356;Aku bingung bedain mana yang benar dan salah kadang, apa yang bisa bantu?;bedain salah salah sehat batin nilai jelas paling penting jujur diri sendiri sesuai nilai pegang jelas;-1;-1;0.6063886;FALSE;rejected
357;Aku suka bercanda, tapi takut orang lain tersinggung. Gimana caranya bercanda yang sehat?;canda takut singgung canda sehat canda seru emang hati hati humor sakit canda ringan alam lucu situasi hindar topik sensitif senang;-1;-1;0.63026327;FALSE;rejected
359;Aku pengen hubungan yang lebih bermakna, tapi nggak tahu caranya. Ada tips?;makna tahu tips makna impi cinta sehat datang saling harga tumbuh komunikasi jujur pasang laku kecil tunjuk perhati harap;-1;-1;0.6166681;FALSE;rejected
360;Aku merasa egois kalau peduli sama kebutuhanku, apa itu salah?;egois peduli butuh salah salah sekali peduli diri sendiri penting melanie klein sejak kecil dorong butuh jaga diri bukan egois;-1;0;0.6754328;TRUE;medium
364;Aku bingung kenapa aku ngelakuin sesuatu, kadang nggak jelas tujuannya. Apa yang bisa bantu?;ngelakuin jelas tuju motivasi sendiri tindak alas diri sendiri harga senang tuju jelas;-1;25;0.76765466;TRUE;high
366;Aku merasa kebutuhanku beda sama orang lain, apa aku aneh?;butuh aneh aneh sekali butuh butuh makan sayang butuh cocok penuh unik bukan aneh;-1;-1;0.56422627;FALSE;rejected
370;Aku pengen punya hubungan yang dekat, tapi takut ditolak. Apa yang bisa aku coba?;dekat takut tolak takut tolak arti butuh cinta terima dengar kabar temen dekat terlalu takut;-1;0;0.6908849;TRUE;medium
375;Saya merasa sulit bersosialisasi dan lebih suka sendiri. Bagaimana cara jadi lebih nyaman dengan orang lain?;sulit sosial sendiri nyaman nyaman sendiri turut robert mccrae paul costa extraversion cenderung sosial introvert nikmat interaksi kecil singkat teman dekat acara kecil momen sosial senang ingat laku bicara minggu;-1;-1;0.52057564;FALSE;rejected
376;Saya sering merasa kaku saat berinteraksi. Bagaimana cara jadi lebih ramah?;kaku interaksi ramah ramah tunjuk hati robert mccrae paul costa agreeableness sifat ramah kooperatif senyum kabar tulus kabar nyaman interaksi tindak kecil ramah;-1;-1;0.41909567;FALSE;rejected
380;Saya ingin lebih energik di acara sosial, tapi merasa canggung. Bagaimana cara meningkatkan energi saya?;energik acara sosial canggung tingkat energi energik keren robert mccrae paul costa ekstrovert energi sosial tinggi siap topik obrol acara film favorit kurang canggung momen sosial senang tambah semangat acara kecil percaya diri;-1;-1;0.5133793;FALSE;rejected
381;Saya takut dianggap tidak menyenangkan. Bagaimana cara jadi lebih mudah didekati?;takut anggap senang mudah dekat sisi senang sinar robert mccrae paul costa agreeableness mudah dekat tunjuk tari senang dekat tindak ramah;-1;-1;0.62255394;FALSE;rejected
382;Saya sering menunda-nunda tugas. Bagaimana cara lebih disiplin?;tunda nunda tugas disiplin tunda manusiawi disiplin robert mccrae paul costa conscientiousness teknik tugas seringkali lanjut tuju kecil tugas;-1;-1;0.57087004;FALSE;rejected
385;Saya ingin lebih paham diri saya sendiri. Bagaimana teori Big Five bisa membantu?;paham diri sendiri teori five kenal diri sendiri tualang seru jalur tepat robert mccrae paul costa teori five paham pribadi lewat lima sifat refleksi paling cermin ekstrovert ramah atur stabil sifat tonjol kuis five sifat penasaran;-1;-1;0.5760405;FALSE;rejected
386;Saya ingin tahu bagaimana saya bereaksi di situasi baru. Bagaimana Big Five membantu?;tahu reaksi situasi five penasaran diri situasi keren robert mccrae paul costa five prediksi perilaku sifat introvert situasi tenang bayang situasi presentasi reaksi refleksi sifat five dominan situasi prediksi;-1;-1;0.61158067;FALSE;rejected
388;Saya merasa perilaku saya dipengaruhi orang lain. Bagaimana cara pilih pengaruh yang positif?;perilaku pengaruh pilih pengaruh positif peka pengaruh kuat albert bandura perilaku bentuk tiru pilih pengaruh positif dekat inspiratif teman suportif positif tiru;-1;-1;0.5594549;FALSE;rejected
390;Saya merasa pikiran dan lingkungan bikin saya cemas. Bagaimana cara kelola ini?;cemas kelola cemas berat kuat kelola albert bandura determinis resiprokal arti perilaku saling pengaruh ubah aspek cemas sudut tenang cemas afirmasi positif kecil kurang cemas;-1;-1;0.56618977;FALSE;rejected
392;Saya ingin lebih kontrol diri sendiri. Bagaimana cara melatihnya?;kontrol diri sendiri kontrol diri keren tuju tumbuh albert bandura atur diri kelola sosial hindar distraksi mati notifikasi ponsel kerja ruang tuju kecil distraksi kurang;-1;-1;0.6408465;FALSE;rejected
399;Saya takut presentasi karena lihat orang lain gagal. Bagaimana cara atasi ketakutan ini?;takut presentasi gagal takut takut presentasi hadap albert bandura modeling kondisioning takut gagal sukses presentasi tiru teknik presentasi kecil percaya diri presentasi;-1;-1;0.5714388;FALSE;rejected
405;Kenapa saya merasa stuck meskipun hidup saya cukup stabil?;stuck hidup cukup stabil stuck berani nali kejar butuh tinggi tuju pribadi butuh penuh butuh istirahat sosial perlu perhati tuju kecil semangat stuck;-1;0;0.7490857;TRUE;medium
410;Saya merasa ada sisi diri saya yang belum saya kenal. Bagaimana cara menjelajahinya?;sisi diri kenal jelajah sedang siap tualang batin pribadi gabung kaya kenal sisi sembunyi perhati mimpi muncul jurnal santai diri penasaran;-1;16;0.73670065;TRUE;medium
411;Saya sering merasa pikiran saya kacau. Bagaimana cara menenangkannya?;kacau tenang kacau capek jelas nyaring masuk terlalu masuk teknik sederhana lama detik tahan detik keluar detik tenang paling ganggu keluar;-1;2;0.7056765;TRUE;medium
412;Kenangan buruk sering muncul di pikiran saya. Apa yang bisa saya lakukan?;kenang muncul laku kenang muncul berat sendiri pribadi simpan alam tekan lupa kenang kertas situ teman dekat jurnal ringan beban kenang proses;-1;6;0.75289786;TRUE;high
413;Apa itu tak sadar kolektif, dan kenapa saya merasa terhubung dengan hal-hal aneh?;kolektif aneh aneh kolektif waris leluhur pola universal pengaruh kagum laut mitos kolektif perhati aneh;-1;-1;0.38334152;FALSE;rejected
414;Saya dengar tentang arsetip Jung. Apa itu, dan apa pengaruhnya pada saya?;dengar arsetip pengaruh arsetip pola kuno penasaran keren arsetip pesona shadow pengaruh tindak pesona wajah publik shadow sisi sembunyi kapan topeng depan kenal arsetip paham diri momen sisi diri;-1;-1;0.60339034;FALSE;rejected
